MSSubClass,LotFrontage,LotArea,Street,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,MoSold,SalePrice
75,174.0,25419,Pave,8,4,0.0,1036,140,1360,1360,1360,392,3112,1,1,2,0,4,1,8,1,2,795,3,235000
75,92.0,5520,Pave,6,6,0.0,0,755,755,929,929,371,2229,0,0,1,0,5,1,8,0,0,0,7,104000
20,76.0,9591,Pave,8,5,262.0,1088,625,1713,1713,0,0,1713,1,0,2,0,3,1,7,1,3,856,1,274900
20,80.0,8546,Pave,4,5,0.0,0,1121,1121,1121,0,0,1121,0,0,2,0,2,1,5,0,2,440,3,140000
20,75.0,10125,Pave,6,6,0.0,641,276,1196,1279,0,0,1279,0,1,2,0,3,1,6,2,2,473,2,171500
50,50.0,7000,Pave,6,6,0.0,617,0,617,865,445,0,1310,0,0,2,0,2,1,6,0,1,398,5,112000
120,,4438,Pave,6,5,205.0,662,186,848,848,0,0,848,1,0,1,0,1,1,3,1,2,420,1,149000
50,50.0,3500,Pave,5,7,0.0,312,408,720,720,564,0,1284,0,0,1,1,2,1,5,0,1,240,4,110000
20,99.0,11851,Pave,7,5,0.0,0,1424,1424,1442,0,0,1442,0,0,2,0,3,1,5,0,2,500,5,180500
20,40.0,13673,Pave,5,5,0.0,0,1140,1140,1696,0,0,1696,0,0,1,1,3,1,8,1,1,349,3,143900
20,,12493,Pave,4,5,0.0,419,375,1100,1100,0,0,1100,1,0,1,0,3,1,6,1,1,312,4,141000
60,,14364,Pave,7,5,128.0,1065,92,1157,1180,882,0,2062,1,0,2,1,3,1,7,1,2,454,4,277000
20,75.0,8250,Pave,6,7,260.0,787,305,1092,1092,0,0,1092,1,0,1,0,3,1,6,0,2,504,7,145000
30,67.0,5604,Pave,5,6,0.0,468,396,864,864,0,0,864,1,0,1,0,2,1,5,0,0,0,4,98000
20,83.0,10420,Pave,6,5,0.0,36,1176,1212,1212,0,0,1212,0,0,2,0,3,1,6,0,2,460,3,186000
60,72.0,8640,Pave,7,5,0.0,822,78,900,932,920,0,1852,1,0,2,1,3,1,7,1,2,644,7,252678
20,43.0,13568,Pave,5,5,0.0,716,274,990,990,0,0,990,0,1,1,0,3,1,5,0,2,576,7,156000
60,,10900,Pave,6,7,153.0,378,311,689,689,703,0,1392,0,0,1,1,3,1,6,0,1,299,3,161750
20,72.0,10011,Pave,5,6,64.0,360,710,1070,1236,0,0,1236,0,1,1,0,2,1,6,1,1,447,5,134450
20,65.0,8450,Pave,7,5,266.0,946,490,1436,1436,0,0,1436,1,0,2,0,3,1,8,0,2,484,4,210000
70,57.0,9906,Pave,4,4,0.0,0,686,686,810,518,0,1328,0,0,1,0,3,1,8,0,1,210,9,107000
50,,15660,Pave,7,9,312.0,341,457,798,1137,817,0,1954,0,1,1,1,3,1,8,2,2,431,5,311500
120,43.0,3010,Pave,7,5,16.0,16,1232,1248,1248,0,0,1248,0,0,2,0,2,1,5,0,2,438,3,167240
20,73.0,8990,Pave,7,5,0.0,0,1498,1498,1498,0,0,1498,0,0,2,0,2,1,5,0,2,675,4,204900
60,,8068,Pave,6,5,0.0,0,1010,1010,1010,1257,0,2267,0,0,2,1,4,1,8,1,2,390,12,200000
60,85.0,11475,Pave,6,6,0.0,550,163,713,811,741,0,1552,1,0,2,1,3,1,6,1,2,434,2,179900
20,70.0,10500,Pave,4,6,0.0,524,160,864,864,0,0,864,0,0,1,0,2,1,4,0,2,576,3,97000
20,103.0,13472,Pave,10,5,922.0,56,2336,2392,2392,0,0,2392,0,0,2,0,3,1,8,1,3,968,6,386250
160,21.0,1680,Pave,5,5,142.0,0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,1,280,5,112000
60,82.0,9950,Pave,7,5,290.0,565,638,1203,1214,1306,0,2520,0,0,2,1,4,1,9,1,3,721,6,290000
160,21.0,1869,Pave,6,6,127.0,321,162,483,483,504,0,987,0,0,1,1,2,1,5,0,1,280,9,106000
20,70.0,8521,Pave,5,5,0.0,842,70,912,912,0,0,912,0,0,1,0,3,1,5,1,1,336,5,125000
120,43.0,3182,Pave,7,5,16.0,16,1357,1373,1555,0,0,1555,0,0,2,0,2,1,7,1,2,430,5,192500
20,73.0,8760,Pave,6,6,220.0,0,1194,1194,1194,0,0,1194,1,0,1,0,3,1,6,0,1,312,4,148000
60,174.0,15138,Pave,8,5,506.0,689,773,1462,1490,1304,0,2794,1,0,2,1,4,1,9,1,3,810,7,403000
160,21.0,1680,Pave,6,5,297.0,0,483,483,483,504,0,987,0,0,1,1,2,1,5,1,1,288,6,94500
20,75.0,10650,Pave,5,6,0.0,182,0,894,894,0,0,894,1,0,1,0,3,1,5,0,1,308,2,128200
60,,7851,Pave,6,5,,625,235,860,860,1100,0,1960,1,0,2,1,4,1,8,2,2,440,5,216500
160,21.0,1680,Pave,6,3,604.0,358,125,483,483,504,0,987,0,0,1,1,2,1,5,0,1,264,8,89500
20,65.0,8773,Pave,7,5,98.0,24,1390,1414,1414,0,0,1414,0,0,2,0,3,1,6,0,2,494,5,185500
60,,9453,Pave,7,7,0.0,402,594,996,1014,730,0,1744,0,0,2,1,3,1,7,0,2,457,2,194500
20,93.0,12030,Pave,8,5,254.0,0,1694,1694,1694,0,0,1694,0,0,2,0,3,1,7,0,3,818,12,318000
50,52.0,8741,Pave,6,4,0.0,94,641,735,798,689,0,1487,0,0,1,1,3,1,7,1,1,220,4,113000
20,75.0,9000,Pave,8,5,36.0,1078,488,1566,1566,0,0,1566,1,0,2,0,3,1,7,0,2,750,4,262500
30,40.0,3880,Pave,5,9,0.0,329,357,686,866,0,0,866,0,0,1,0,2,1,4,0,0,0,8,110500
50,63.0,5000,Pave,5,4,0.0,0,540,540,889,551,0,1440,0,0,1,0,3,1,6,0,1,352,4,79000
160,75.0,10762,Pave,6,6,0.0,0,626,626,626,591,0,1217,0,0,1,1,3,1,6,1,1,288,4,120000
60,,8880,Pave,7,5,0.0,695,253,948,1222,888,0,2110,1,0,2,1,3,1,8,2,2,463,5,205000
20,80.0,10400,Pave,7,5,102.0,929,916,1845,1872,0,0,1872,0,1,2,0,3,1,6,1,2,604,6,241500
190,69.0,9142,Pave,6,8,0.0,0,1020,1020,908,1020,0,1928,0,0,2,0,4,2,9,0,1,440,4,137000
20,75.0,11310,Pave,6,5,0.0,0,1367,1367,1375,0,0,1375,0,0,1,0,2,1,5,1,2,451,6,140000
60,72.0,11317,Pave,7,5,101.0,0,840,840,840,828,0,1668,0,0,2,1,3,1,8,0,2,500,9,180000
50,,159000,Pave,6,7,472.0,697,747,1444,1444,700,0,2144,0,1,2,0,4,1,7,2,2,389,6,277000
30,55.0,5350,Pave,3,2,0.0,0,728,728,1306,0,0,1306,0,0,1,0,3,1,6,0,0,0,5,76500
120,44.0,4750,Pave,8,5,481.0,1573,0,1573,1625,0,0,1625,1,1,2,0,2,1,5,1,2,538,12,235000
60,65.0,8366,Pave,6,5,0.0,0,798,798,798,842,0,1640,0,0,2,1,3,1,6,0,2,520,12,173000
80,85.0,9350,Pave,6,7,108.0,270,452,1302,1302,0,0,1302,0,1,2,0,3,1,7,0,1,309,10,158000
20,70.0,8400,Pave,5,6,0.0,922,392,1314,1314,0,0,1314,1,0,1,0,3,1,5,0,1,294,6,145000
60,66.0,8738,Pave,7,5,302.0,0,975,975,1005,1286,0,2291,0,0,2,1,4,1,8,1,2,429,2,230000
60,64.0,8791,Pave,6,5,0.0,503,361,864,864,864,0,1728,0,0,2,1,3,1,7,0,2,673,5,207500
20,68.0,8814,Pave,7,5,180.0,1334,270,1604,1604,0,0,1604,1,0,2,1,3,1,8,1,2,660,3,220000
60,80.0,12435,Pave,7,5,172.0,361,602,963,963,829,0,1792,0,0,2,1,3,1,7,1,2,564,5,231500
20,70.0,12702,Pave,5,5,0.0,0,0,0,882,0,0,882,0,0,1,0,2,1,4,0,1,308,12,97000
80,120.0,19296,Pave,6,5,399.0,672,0,1362,1382,0,0,1382,1,0,1,0,3,1,6,1,2,884,5,176000
60,69.0,9588,Pave,8,5,270.0,0,1482,1482,1482,1092,0,2574,0,0,2,1,3,1,10,1,3,868,11,276000
80,88.0,8471,Pave,6,7,46.0,506,0,506,1212,0,0,1212,1,0,1,0,3,1,6,1,2,492,7,151000
50,50.0,5500,Pave,5,7,0.0,234,0,926,926,0,390,1316,1,0,1,0,3,1,6,0,2,484,4,130000
30,30.0,5232,Pave,5,5,0.0,0,680,680,764,0,0,764,0,0,1,0,2,1,4,0,2,504,6,73000
20,78.0,12090,Pave,6,6,210.0,588,606,1422,1422,0,0,1422,0,0,2,0,3,1,7,1,2,576,6,175500
60,70.0,11207,Pave,6,5,0.0,714,88,802,802,709,0,1511,1,0,2,1,3,1,8,1,2,413,6,185000
75,60.0,8400,Pave,5,8,0.0,378,342,720,1052,720,420,2192,0,0,2,1,4,1,8,1,1,240,7,179500
30,71.0,6900,Pave,5,6,0.0,403,212,740,778,0,0,778,0,0,1,0,2,1,4,1,1,924,2,120500
20,,7917,Pave,6,7,174.0,751,392,1143,1113,0,0,1113,1,0,1,1,3,1,6,1,1,504,5,148000
60,84.0,10728,Pave,8,5,0.0,0,1095,1095,1095,844,0,1939,0,0,2,1,3,1,8,1,3,1053,8,266000
20,73.0,39104,Pave,7,7,0.0,226,96,1385,1363,0,0,1363,1,0,1,0,2,1,5,2,2,439,4,241500
60,92.0,11764,Pave,8,7,348.0,524,628,1152,1164,1106,0,2270,0,0,2,1,4,1,9,1,3,671,4,290000
20,80.0,9600,Pave,6,6,183.0,620,0,1240,1632,0,0,1632,1,0,2,0,3,1,6,1,1,338,4,139000
20,76.0,8314,Pave,5,7,0.0,546,270,816,816,0,0,816,0,0,1,0,2,1,5,0,1,264,6,124500
50,55.0,7264,Pave,7,7,0.0,0,952,952,952,596,0,1548,0,0,2,1,3,1,5,0,2,672,10,205000
20,129.0,9196,Pave,7,5,0.0,0,1560,1560,1560,0,0,1560,0,0,2,0,3,1,7,0,2,573,4,201000
20,140.0,19138,Pave,4,5,0.0,120,744,864,864,0,0,864,0,0,1,0,2,1,4,0,2,400,6,141000
20,107.0,14450,Pave,9,5,315.0,0,2121,2121,2121,0,0,2121,0,0,2,1,3,1,8,1,3,732,5,415298
60,83.0,10005,Pave,7,5,299.0,392,768,1160,1156,866,0,2022,0,0,2,1,4,1,8,1,2,505,3,192000
60,82.0,11287,Pave,7,6,340.0,421,386,807,1175,807,0,1982,0,0,2,1,3,1,7,1,2,575,1,228500
20,60.0,7200,Pave,6,5,68.0,905,357,1262,1262,0,0,1262,0,0,2,0,2,1,5,0,2,572,5,185000
120,34.0,5063,Pave,7,5,166.0,904,410,1314,1314,0,0,1314,1,0,2,0,2,1,6,1,2,626,4,207500
20,74.0,9612,Pave,8,5,72.0,0,1468,1468,1468,0,0,1468,0,0,2,0,3,1,6,1,3,898,12,244600
120,50.0,8012,Pave,6,5,0.0,430,1145,1575,1575,0,0,1575,1,0,2,0,2,1,5,0,2,529,7,179200
160,35.0,4251,Pave,7,5,0.0,0,625,625,625,625,0,1250,0,0,2,1,2,1,5,0,2,528,6,164700
50,77.0,9786,Pave,6,7,0.0,600,312,912,1085,649,0,1734,0,0,1,1,3,1,7,1,2,440,6,159000
20,,8125,Pave,4,4,0.0,614,244,858,858,0,0,858,0,0,1,0,3,1,5,0,0,0,6,88000
20,,9819,Pave,5,5,31.0,450,432,882,900,0,0,900,0,0,1,0,3,1,5,0,1,280,2,122000
70,60.0,8730,Pave,6,7,0.0,0,698,698,698,698,0,1396,0,0,1,0,3,1,7,0,1,384,7,153575
60,120.0,15611,Pave,8,5,0.0,0,1079,1079,1079,840,0,1919,0,0,2,1,3,1,8,1,2,685,7,233230
190,55.0,5687,Pave,5,6,0.0,210,570,780,936,780,0,1716,1,0,2,0,6,1,9,0,0,0,3,135900
50,60.0,11409,Pave,5,4,0.0,292,476,768,1148,568,0,1716,0,0,1,1,3,1,8,1,1,281,1,131000
60,,16659,Pave,7,7,34.0,795,0,795,1468,795,0,2263,1,0,2,1,3,1,9,1,2,539,3,235000
20,80.0,9600,Pave,6,5,238.0,1285,131,1416,1644,0,0,1644,1,0,1,0,3,1,7,2,2,418,10,167000
80,37.0,7937,Pave,6,6,0.0,819,184,1003,1003,0,0,1003,1,0,1,0,3,1,6,0,2,588,3,142500
50,75.0,13710,Pave,5,5,0.0,420,490,910,910,648,0,1558,0,0,1,1,4,1,6,0,1,282,6,152000
60,66.0,7399,Pave,7,5,1600.0,649,326,975,975,975,0,1950,0,0,2,1,3,1,7,1,2,576,6,239000
60,90.0,11700,Pave,6,6,365.0,384,143,702,1041,702,0,1743,0,1,1,2,3,1,7,1,2,539,6,175000
20,80.0,14000,Pave,6,8,0.0,0,1092,1092,1152,0,0,1152,0,1,1,0,3,1,6,1,1,300,8,158500
190,90.0,15750,Pave,5,5,56.0,841,324,1165,1336,0,0,1336,1,0,1,0,2,1,5,2,1,375,6,157000
60,66.0,16226,Pave,8,5,0.0,281,747,1028,1210,1242,0,2452,0,0,2,1,4,1,9,1,2,683,5,267000
20,118.0,13704,Pave,7,5,150.0,0,1541,1541,1541,0,0,1541,0,0,2,0,3,1,6,1,3,843,1,205000
20,70.0,9800,Pave,5,7,0.0,894,0,894,894,0,0,894,1,0,1,0,3,1,5,0,2,552,7,149900
75,87.0,18386,Pave,7,9,0.0,0,1470,1470,1675,1818,0,3493,0,0,3,0,3,1,10,1,3,870,5,295000
20,80.0,10386,Pave,8,5,246.0,1464,536,2000,2000,0,0,2000,1,0,2,0,3,1,8,0,3,888,7,305900
60,116.0,13474,Pave,7,5,246.0,700,0,700,1122,1121,0,2243,1,0,2,1,4,1,8,1,3,746,6,225000
50,,7920,Pave,6,7,0.0,0,319,319,1035,371,0,1406,0,0,1,0,3,1,6,0,0,0,3,89500
30,,12342,Pave,4,5,0.0,262,599,861,861,0,0,861,0,0,1,0,1,1,4,0,2,539,3,82500
20,90.0,12378,Pave,9,5,0.0,1274,622,1896,1944,0,0,1944,1,0,2,0,3,1,8,3,3,708,11,360000
60,,7685,Pave,6,5,112.0,518,179,697,697,804,0,1501,0,0,2,1,3,1,6,1,2,420,5,165600
20,50.0,8000,Pave,6,6,0.0,680,292,972,972,0,0,972,1,0,1,0,2,1,5,1,1,240,5,132000
190,65.0,7800,Pave,5,7,0.0,507,286,793,793,325,0,1118,1,0,1,0,3,1,5,1,2,410,5,119900
20,150.0,215245,Pave,7,5,0.0,1236,80,2136,2036,0,0,2036,2,0,2,0,3,1,8,2,2,513,6,375000
70,60.0,9600,Pave,7,7,0.0,16,712,728,832,809,0,1641,0,1,1,1,3,1,6,1,2,546,8,178000
60,71.0,7795,Pave,7,5,0.0,425,291,716,716,716,0,1432,1,0,2,1,3,1,6,1,2,432,7,188500
60,94.0,13005,Pave,7,7,278.0,692,153,845,1153,1200,0,2353,1,0,2,1,4,1,10,1,2,484,8,260000
60,75.0,9000,Pave,8,5,0.0,0,1088,1088,1088,871,0,1959,0,0,2,1,3,1,8,1,3,1025,12,270000
60,90.0,9900,Pave,7,5,256.0,987,360,1347,1372,1274,0,2646,1,0,2,1,4,1,9,1,3,656,4,260000
80,,14115,Pave,7,5,225.0,1036,336,1372,1472,0,0,1472,1,0,2,0,3,1,6,2,2,588,6,187500
60,111.0,16259,Pave,9,5,370.0,0,1249,1249,1249,1347,0,2596,0,0,3,1,4,1,9,0,3,840,9,342643
60,99.0,12099,Pave,8,5,388.0,970,166,1136,1136,1332,0,2468,1,0,2,1,4,1,10,1,3,872,6,354000
60,86.0,10380,Pave,7,5,172.0,28,0,1502,1553,1177,0,2730,1,0,2,1,4,1,8,1,2,576,8,301000
20,49.0,5820,Pave,3,8,0.0,256,906,1162,1163,0,0,1163,1,0,1,0,3,1,6,0,1,220,7,126175
80,96.0,11275,Pave,7,7,300.0,0,710,710,1898,1080,0,2978,0,0,2,1,5,1,11,1,2,564,6,242000
45,50.0,5000,Pave,5,6,0.0,116,604,720,803,0,0,803,0,0,1,0,2,1,5,0,2,360,12,87000
120,32.0,10846,Pave,8,5,0.0,1619,100,1719,1719,0,0,1719,2,0,1,1,1,1,6,2,2,473,5,324000
20,80.0,11600,Pave,6,5,175.0,565,818,1383,1383,0,0,1383,0,0,1,1,3,1,7,0,1,292,4,145250
75,,11888,Pave,6,6,0.0,0,844,844,1445,689,0,2134,0,0,2,0,5,1,10,0,2,441,7,214500
70,60.0,6402,Pave,5,5,0.0,0,596,596,596,596,0,1192,0,0,1,0,3,1,6,0,1,189,7,78000
90,,10624,Pave,5,4,84.0,40,1424,1728,1728,0,0,1728,0,1,2,0,6,2,10,0,1,352,11,119000
20,70.0,8176,Pave,5,6,0.0,846,210,1056,1056,0,0,1056,1,0,1,0,3,1,6,0,1,308,8,139000
20,85.0,10655,Pave,8,5,296.0,1124,1603,3206,1629,0,0,1629,1,0,2,0,3,1,7,1,3,880,10,284000
120,59.0,8198,Pave,7,5,146.0,720,638,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,2,484,7,207000
60,59.0,9042,Pave,6,5,0.0,828,115,943,943,695,0,1638,1,0,2,1,3,1,7,2,2,472,7,192000
190,,164660,Grvl,5,6,0.0,1249,103,1499,1619,167,0,1786,2,0,2,0,3,1,7,2,2,529,8,228950
20,86.0,14157,Pave,9,5,200.0,1249,673,1922,1922,0,0,1922,1,0,2,0,3,1,8,1,3,676,7,377426
20,70.0,9135,Pave,7,5,113.0,810,726,1536,1536,0,0,1536,1,0,2,0,3,1,7,0,2,532,12,214000
20,91.0,14145,Pave,7,7,0.0,213,995,1208,1621,0,0,1621,1,0,2,0,3,1,8,0,2,440,5,202500
20,66.0,12400,Pave,6,7,176.0,585,630,1215,1215,0,0,1215,0,0,1,0,3,1,6,0,1,297,6,155000
60,85.0,14191,Pave,8,5,0.0,0,967,967,993,915,0,1908,0,0,2,1,4,1,9,0,2,431,4,202900
20,60.0,8400,Pave,4,4,0.0,0,721,721,841,0,0,841,0,0,1,0,2,1,4,0,1,294,9,82000
90,,8544,Pave,3,4,340.0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,2,400,5,87500
120,63.0,8849,Pave,9,5,616.0,28,1656,1684,1684,0,0,1684,0,0,2,0,2,1,6,1,2,564,7,266000
160,36.0,2592,Pave,5,3,0.0,129,175,536,536,576,0,1112,0,0,1,1,3,1,4,0,1,336,4,85000
50,65.0,6435,Pave,6,5,0.0,0,972,972,972,605,0,1577,0,0,1,0,3,1,6,1,1,312,10,140200
20,,12772,Pave,6,8,0.0,498,460,958,958,0,0,958,0,0,1,0,2,1,5,0,1,301,4,151500
20,,17600,Pave,6,5,30.0,1270,208,1478,1478,0,0,1478,1,0,2,0,3,1,6,2,2,498,12,157500
160,36.0,2448,Pave,7,5,106.0,573,191,764,764,862,0,1626,1,0,2,1,2,1,6,0,2,474,10,154000
60,56.0,20431,Pave,9,5,870.0,1410,438,1848,1848,880,0,2728,1,0,2,1,4,1,10,2,3,706,4,437154
120,68.0,7820,Pave,9,5,362.0,0,1869,1869,1869,0,0,1869,0,0,2,0,2,1,6,1,2,617,12,318061
120,,5271,Pave,7,5,0.0,1082,371,1453,1453,0,0,1453,1,0,1,1,2,1,6,1,2,445,12,190000
50,60.0,9084,Pave,5,6,0.0,236,0,616,616,495,0,1111,0,1,1,0,3,1,5,0,1,200,3,95000
30,60.0,8520,Pave,6,8,0.0,0,624,624,720,0,0,720,0,0,1,0,2,1,5,0,2,484,5,105900
50,60.0,8400,Pave,6,5,0.0,388,552,940,1192,403,0,1595,0,0,1,0,2,1,6,2,1,240,6,140000
20,105.0,11249,Pave,6,5,0.0,334,322,1200,1200,0,0,1200,1,0,2,0,3,1,6,0,2,521,8,177500
20,,9248,Pave,6,6,106.0,560,598,1158,1167,0,0,1167,1,0,2,0,3,1,6,0,2,400,7,173000
120,44.0,4224,Pave,5,5,0.0,874,268,1142,1142,0,0,1142,1,0,1,1,3,1,6,1,2,528,8,134000
80,92.0,6930,Pave,5,4,120.0,300,468,1062,1352,0,0,1352,0,1,1,0,3,1,6,0,1,288,7,130000
60,78.0,12011,Pave,8,5,530.0,956,130,1086,1086,838,0,1924,1,0,2,1,3,1,7,1,2,592,6,280000
85,,7540,Pave,6,6,0.0,773,115,888,912,0,0,912,1,0,1,0,2,1,5,1,2,470,6,156000
50,,9144,Pave,5,5,0.0,399,484,883,988,517,0,1505,1,0,1,0,3,1,8,0,1,240,7,145000
85,64.0,7301,Pave,7,5,500.0,0,0,0,495,1427,0,1922,0,0,3,0,4,1,7,1,2,672,7,198500
160,21.0,1680,Pave,6,8,510.0,162,321,483,483,504,0,987,0,0,1,1,2,1,5,0,1,264,5,118000
60,,18800,Pave,6,5,120.0,712,84,796,790,784,0,1574,1,0,2,1,3,1,6,1,2,566,7,190000
70,59.0,10690,Pave,5,7,0.0,456,216,672,672,672,0,1344,0,0,1,0,3,1,6,0,1,468,7,147000
20,,9500,Pave,6,5,247.0,609,785,1394,1394,0,0,1394,1,0,1,1,3,1,6,2,2,514,7,159000
80,101.0,9150,Pave,6,5,305.0,371,728,1099,1431,0,0,1431,0,1,1,0,3,1,6,1,1,296,12,165000
20,78.0,7800,Pave,5,6,200.0,540,728,1268,1268,0,0,1268,0,0,1,0,2,1,7,1,1,244,3,132000
20,,9830,Pave,5,7,0.0,72,733,1063,1287,0,0,1287,1,0,1,0,3,1,7,1,2,576,3,162000
60,,8121,Pave,6,5,0.0,0,953,953,953,711,0,1664,0,0,2,1,3,1,7,1,2,460,1,172400
50,80.0,17120,Pave,4,4,0.0,0,0,0,1120,468,0,1588,0,0,2,0,4,1,7,1,2,680,7,134432
120,50.0,7175,Pave,6,5,0.0,623,0,744,752,0,0,752,1,0,1,0,2,1,4,0,1,264,2,125000
20,79.0,10634,Pave,5,6,0.0,428,0,608,1319,0,0,1319,1,0,1,0,3,1,5,0,1,270,11,123000
60,65.0,8200,Pave,7,5,0.0,0,847,847,847,1081,0,1928,0,0,2,1,4,1,8,1,2,434,7,219500
30,,10020,Pave,1,1,0.0,350,333,683,904,0,0,904,1,0,0,1,1,1,4,0,0,0,3,61000
85,57.0,8846,Pave,5,5,0.0,298,572,870,914,0,0,914,0,0,1,0,2,1,5,0,2,576,7,148000
60,102.0,11143,Pave,8,5,0.0,0,1580,1580,1580,886,0,2466,0,0,3,0,4,1,8,1,2,610,12,340000
20,88.0,11394,Pave,9,2,350.0,1445,411,1856,1856,0,0,1856,1,0,1,1,1,1,8,1,3,834,6,394432
60,60.0,8123,Pave,6,5,16.0,0,982,982,1007,793,0,1800,0,0,2,1,3,1,7,1,2,463,6,179000
50,50.0,5000,Pave,5,6,0.0,218,808,1026,1026,665,0,1691,0,0,2,0,3,1,6,1,1,308,5,127000
20,60.0,7200,Pave,7,5,0.0,0,1293,1293,1301,0,0,1301,1,0,2,0,2,1,5,1,2,572,8,187750
60,79.0,9245,Pave,7,5,0.0,0,939,939,939,858,0,1797,0,0,2,1,3,1,8,0,2,639,4,213500
45,60.0,9000,Pave,6,3,0.0,0,784,784,784,0,0,784,0,0,1,0,2,1,5,0,2,360,10,76000
60,,53107,Pave,6,5,0.0,985,595,1580,1079,874,0,1953,1,0,2,1,3,1,9,2,2,501,6,240000
120,43.0,3182,Pave,8,5,16.0,24,1232,1256,1269,0,0,1269,0,0,2,0,2,1,6,1,2,430,4,192000
50,58.0,8410,Pave,5,3,0.0,0,658,658,658,526,0,1184,0,0,1,0,5,1,8,0,0,0,5,81000
80,72.0,7200,Pave,6,6,255.0,631,410,1041,1125,0,0,1125,1,0,1,0,3,1,6,1,1,352,10,125000
20,93.0,9382,Pave,7,5,125.0,0,1468,1468,1479,0,0,1479,0,0,2,0,3,1,6,0,2,577,7,191000
60,96.0,12474,Pave,10,5,272.0,1280,402,1682,1742,590,0,2332,1,0,2,1,3,1,9,1,3,846,8,426000
50,50.0,8405,Pave,5,8,0.0,241,229,861,961,406,0,1367,1,0,1,0,4,1,7,0,1,384,4,119000
60,71.0,12209,Pave,6,5,0.0,690,114,804,804,1157,0,1961,1,0,2,1,3,1,7,1,2,560,6,215000
20,,8339,Pave,5,7,0.0,0,0,0,882,0,0,882,0,0,1,0,3,1,5,0,1,294,7,106500
30,,7446,Pave,4,5,0.0,266,522,788,788,0,0,788,0,0,1,0,2,1,4,2,0,0,4,100000
50,60.0,10134,Pave,5,6,0.0,0,735,735,735,299,0,1034,0,0,1,0,2,1,5,0,1,240,7,109000
20,68.0,9571,Pave,5,6,0.0,739,405,1144,1144,0,0,1144,1,0,1,0,3,1,6,0,1,596,6,129000
20,60.0,7200,Pave,5,5,0.0,777,117,894,894,0,0,894,0,0,1,0,2,1,6,0,2,600,9,123000
