"User-ID";"ISBN";"Book-Rating"
"276725";"034545104X";"0"
"276726";"0155061224";"5"
"276727";"0446520802";"0"
"276729";"052165615X";"3"
"276729";"0521795028";"6"
"276733";"2080674722";"0"
"276736";"3257224281";"8"
"276737";"0600570967";"6"
"276744";"038550120X";"7"
"276745";"342310538";"10"
"276746";"0425115801";"0"
"276746";"0449006522";"0"
"276746";"0553561618";"0"
"276746";"055356451X";"0"
"276746";"0786013990";"0"
"276746";"0786014512";"0"
"276747";"0060517794";"9"
"276747";"0451192001";"0"
"276747";"0609801279";"0"
"276747";"0671537458";"9"
"276747";"0679776818";"8"
"276747";"0943066433";"7"
"276747";"1570231028";"0"
"276747";"1885408226";"7"
"276748";"0747558167";"6"
"276748";"3442437407";"0"
"276751";"033390804X";"0"
"276751";"3596218098";"8"
"276754";"0684867621";"8"
"276755";"0451166892";"5"
"276760";"8440682697";"10"
"276762";"034544003X";"0"
"276762";"0380000059";"0"
"276762";"0380711524";"5"
"276762";"0451167317";"0"
"276762";"0451454952";"0"
"276762";"0843920262";"0"
"276762";"3404122879";"0"
"276762";"3404182928";"0"
"276762";"3404611306";"0"
"276762";"342662429";"0"
"276762";"3426690179";"0"
"276762";"3442424216";"0"
"276762";"3442425573";"0"
"276762";"3453092007";"8"
"276762";"3453157745";"0"
"276762";"3453176944";"0"
"276762";"3453185137";"0"
"276762";"3453185323";"0"
"276762";"3453213025";"3"
"276762";"3453877241";"0"
"276762";"3492226604";"0"
"276762";"3517017442";"0"
"276762";"3596125006";"0"
"276762";"B0000BLD7X";"0"
"276762";"N3453124715";"4"
"276765";"9029716894";"0"
"276768";"9057868059";"4"
"276772";"0140279091";"0"
"276772";"0553572369";"7"
"276772";"0571058086";"0"
"276772";"3499230933";"10"
"276772";"3596151465";"10"
"276774";"0099543818";"0"
"276774";"3404147723";"0"
"276774";"3423111321";"0"
"276774";"3442136644";"9"
"276774";"3492232000";"0"
"276780";"8434811634";"0"
"276780";"8484330478";"7"
"276780";"8484332039";"7"
"276786";"2864322102";"6"
"276786";"8402065945";"0"
"276786";"8423314901";"0"
"276786";"842333533X";"0"
"276786";"8427911769";"0"
"276786";"8433914456";"0"
"276786";"8437606322";"8"
"276786";"8445072919";"0"
"276786";"8466300821";"6"
"276786";"847765011X";"0"
"276786";"8478442588";"6"
"276786";"8495368099";"0"
"276788";"0345443683";"8"
"276788";"043935806X";"7"
"276788";"055310666X";"10"
"276796";"0330332775";"5"
"276796";"0330367358";"0"
"276798";"0006379702";"5"
"276798";"3423084049";"0"
"276798";"3442131340";"7"
"276798";"3442437407";"0"
"276798";"3446202102";"0"
"276798";"3453073398";"0"
"276798";"3453115783";"0"
"276798";"3499134004";"0"
"276798";"349915398X";"0"
"276798";"3548603203";"6"
"276798";"3764501383";"0"
"276798";"3791535889";"0"
"276800";"0061054143";"0"
"276800";"0061054151";"0"
"276800";"0061056774";"0"
"276800";"0671021346";"0"
"276800";"0671024108";"0"
"276800";"1562827898";"7"
"276803";"9726954835";"0"
"276804";"0064405176";"0"
"276804";"0439104769";"0"
"276804";"0440498058";"8"
"276806";"8807817144";"0"
"276806";"8845915913";"0"
"276808";"0395547032";"10"
"276811";"0440414121";"10"
"276812";"8879839993";"8"
"276813";"8401328322";"0"
"276813";"8401461189";"0"
"276813";"8401471796";"0"
"276813";"8423996565";"8"
"276813";"8424130081";"0"
"276813";"8426449476";"8"
"276813";"8426449573";"6"
"276813";"8478884831";"8"
"276813";"8478885218";"6"
"276813";"8478885463";"6"
"276813";"8478886044";"8"
"276813";"8495618052";"0"
"276814";"0091830893";"8"
"276814";"0586207414";"7"
"276814";"0812571029";"9"
"276817";"0671749609";"0"
"276820";"0140062718";"0"
"276820";"0140260498";"9"
"276822";"0060096195";"10"
"276822";"0141310340";"9"
"276822";"0142302198";"10"
"276822";"0156006065";"9"
"276822";"0375821813";"9"
"276822";"038076041X";"10"
"276822";"0439087597";"0"
"276822";"0439401399";"6"
"276822";"0552546933";"9"
"276822";"0689804458";"8"
"276822";"0699854289";"10"
"276822";"0786812508";"9"
"276822";"0786817070";"10"
"276822";"0805057706";"10"
"276822";"1551925060";"8"
"276822";"1573248533";"10"
"276827";"000651118X";"7"
"276828";"0385272324";"0"
"276828";"2038701962";"0"
"276828";"2070264564";"0"
"276828";"2070334430";"0"
"276828";"2070403734";"0"
"276828";"2080680676";"0"
"276828";"2232122263";"0"
"276828";"2253044903";"0"
"276828";"2253150711";"7"
"276828";"2266076000";"0"
"276828";"2277221678";"0"
"276828";"2290321028";"0"
"276828";"2842190009";"0"
"276830";"0440225825";"9"
"276832";"0316781266";"0"
"276832";"0345446860";"5"
"276833";"0671876244";"0"
"276835";"3125785006";"10"
"276837";"0380005239";"5"
"276838";"1593080255";"0"
"276840";"0330201700";"0"
"276840";"0385729340";"0"
"276842";"3809407536";"7"
"276847";"0446364193";"0"
"276847";"3257200552";"5"
"276847";"3379015180";"0"
"276847";"3404145909";"8"
"276847";"3404148576";"8"
"276847";"3404921178";"7"
"276847";"3423071516";"10"
"276847";"3423204885";"0"
"276847";"3423205806";"0"
"276847";"3426029553";"8"
"276847";"3426622610";"0"
"276847";"3426671298";"8"
"276847";"344215121X";"9"
"276847";"3442413508";"10"
"276847";"3442422035";"9"
"276847";"3442435773";"8"
"276847";"3442437717";"7"
"276847";"3442441080";"10"
"276847";"3442442796";"0"
"276847";"3442444020";"8"
"276847";"3442446414";"10"
"276847";"3442448530";"7"
"276847";"3442449820";"9"
"276847";"3453137442";"6"
"276847";"3453870190";"0"
"276847";"3455077331";"0"
"276847";"347354034X";"7"
"276847";"3492231322";"9"
"276847";"349912176X";"0"
"276847";"3499222213";"7"
"276847";"3499228297";"6"
"276847";"3499232529";"0"
"276847";"3499233436";"0"
"276847";"3499264528";"0"
"276847";"3499433443";"8"
"276847";"3506464078";"10"
"276847";"3548602967";"0"
"276847";"3551551677";"10"
"276847";"3551551685";"10"
"276847";"3551551693";"10"
"276847";"3551551936";"10"
"276847";"359621078X";"9"
"276847";"3608932240";"7"
"276847";"360893541X";"10"
"276847";"3608935428";"10"
"276847";"3608935436";"10"
"276847";"374661922X";"0"
"276847";"3770131495";"0"
"276847";"3809024589";"8"
"276847";"3821815191";"10"
"276847";"3932069234";"5"
"276848";"3423100424";"0"
"276848";"3442096596";"0"
"276848";"3442440777";"0"
"276848";"3453009304";"0"
"276848";"3453042905";"0"
"276848";"3453061187";"0"
"276848";"3453071174";"0"
"276848";"3453127013";"0"
"276848";"3453211014";"0"
"276848";"3462026062";"8"
"276848";"349926028X";"0"
"276848";"3596122279";"0"
"276848";"3596287200";"0"
"276848";"3922524443";"0"
"276850";"0449217264";"7"
"276852";"0140621741";"0"
"276852";"055321358X";"0"
"276853";"8420457477";"1"
"276853";"8448034023";"7"
"276854";"0671034944";"5"
"276854";"074931012X";"5"
"276854";"0843946415";"0"
"276856";"2010173929";"0"
"276856";"20103389";"0"
"276856";"2012003494";"0"
"276856";"2013218826";"0"
"276856";"2013220162";"0"
"276856";"207033015X";"0"
"276856";"2070332985";"0"
"276856";"2203142278";"0"
"276856";"2205040561";"0"
"276856";"221096900X";"0"
"276856";"2253005274";"0"
"276856";"2723402983";"0"
"276856";"2747002748";"0"
"276856";"2800108584";"0"
"276856";"2800134259";"0"
"276856";"2800134267";"0"
"276856";"2800135522";"0"
"276856";"2800135565";"0"
"276856";"2800135719";"0"
"276856";"2800135727";"0"
"276856";"2803616998";"0"
"276856";"2907572458";"0"
"276857";"8439598459";"6"
"276859";"014014899X";"0"
"276859";"0140252517";"6"
"276859";"0140269967";"0"
"276859";"0140328742";"0"
"276859";"0140366830";"0"
"276859";"0140367446";"0"
"276859";"0425131378";"0"
"276859";"0517642689";"7"
"276859";"0600571165";"0"
"276859";"077104450X";"8"
"276859";"0789706032";"8"
"276859";"0836218833";"10"
"276859";"0836220889";"10"
"276859";"088365721X";"9"
"276859";"1559712252";"6"
"276859";"1567616089";"8"
"276859";"2890510328";"0"
"276859";"3257227264";"0"
"276861";"0141011904";"9"
"276861";"342313075X";"0"
"276861";"3423201509";"10"
"276861";"3423206616";"8"
"276861";"344242529";"9"
"276861";"3446200452";"8"
"276861";"349223903X";"6"
"276861";"3499231603";"9"
"276861";"360893541X";"9"
"276861";"3608935428";"9"
"276861";"3608935436";"9"
"276861";"3704320196";"6"
"276861";"3886807843";"8"
"276862";"0345423402";"0"
"276862";"1569312435";"9"
"276862";"1892213141";"8"
"276863";"8530805461";"10"
"276866";"3257218516";"3"
"276866";"3404126343";"8"
"276866";"3404131606";"0"
"276866";"3404139178";"9"
"276866";"3404143299";"7"
"276866";"3404614542";"0"
"276866";"340645724X";"3"
"276866";"3426192543";"5"
"276866";"3426702266";"0"
"276866";"3442421357";"0"
"276866";"3442443806";"4"
"276866";"345309221X";"8"
"276866";"3453108361";"7"
"276866";"3453126912";"0"
"276866";"3453130901";"5"
"276866";"3453132262";"0"
"276866";"3596129389";"0"
"276866";"3596237874";"0"
"276866";"3596247500";"0"
"276866";"3809410357";"5"
"276869";"0345249372";"0"
"276869";"044020562X";"0"
"276870";"9026935722";"6"
"276872";"0425167097";"8"
"276872";"042518109X";"8"
"276872";"0425188221";"7"
"276872";"8500010452";"4"
"276872";"8501023450";"3"
"276872";"8571648972";"10"
"276872";"8588615126";"8"
"276872";"8589885291";"8"
"276873";"009975181X";"7"
"276875";"00273755";"7"
"276875";"014366020444";"8"
"276875";"0688172377";"0"
"276875";"8481305464";"0"
"276875";"8496075850";"8"
"276875";"8804321008";"0"
"276875";"8804375299";"0"
"276875";"8804407808";"6"
"276875";"8804464895";"7"
"276875";"8804510579";"0"
"276875";"8804512652";"0"
"276875";"8806144146";"0"
"276875";"8806155873";"0"
"276875";"8807700735";"0"
"276875";"8807806746";"0"
"276875";"8807810751";"7"
"276875";"880781112X";"6"
"276875";"8807812495";"0"
"276875";"8807813157";"0"
"276875";"8807816059";"0"
"276875";"8817106100";"6"
"276875";"8817112917";"8"
"276875";"8817877028";"0"
"276875";"8820024381";"0"
"276875";"883041915X";"0"
"276875";"8831760122";"0"
"276875";"8833908488";"4"
"276875";"8838910987";"8"
"276875";"8842806978";"0"
"276875";"8845219747";"0"
"276875";"8845249689";"0"
"276875";"8846200624";"8"
"276875";"88741800047";"8"
"276875";"8876846565";"7"
"276875";"8877825200";"2"
"276875";"8879285513";"6"
"276875";"8879285645";"6"
"276875";"8879832905";"0"
"276875";"8881110288";"0"
"276875";"888634712X";"0"
"276875";"8887432252";"8"
"276875";"8888424121";"8"
"276878";"0449210197";"6"
"276879";"8817151068";"7"
"276884";"0151446474";"0"
"276884";"8433967606";"0"
"276884";"8496280012";"7"
"276884";"899792145";"0"
"276884";"B158991965";"6"
"276887";"0064430227";"5"
"276887";"0671723650";"0"
"276887";"0812533550";"9"
"276888";"8806162160";"6"
"276888";"884590184X";"0"
"276889";"0446613843";"0"
"276890";"0140270272";"0"
"276896";"0440241537";"10"
"276904";"0099460343";"0"
"276904";"0375901582";"10"
"276904";"0439317746";"5"
"276904";"0440228840";"10"
"276904";"0440414121";"10"
"276904";"0738205737";"5"
"276904";"1566911605";"0"
"276905";"0060542845";"8"
"276905";"0449148831";"5"
"276905";"1551666308";"0"
"276911";"8420430943";"8"
"276911";"8420636282";"9"
"276911";"8432205311";"9"
"276912";"000225669X";"6"
"276912";"0099549611";"6"
"276912";"0701162767";"0"
"276912";"1852422580";"0"
"276915";"042513976X";"7"
"276916";"0441008291";"8"
"276925";"0006511929";"0"
"276925";"002542730X";"10"
"276925";"0060520507";"0"
"276925";"0060930934";"0"
"276925";"0060951303";"0"
"276925";"0099414732";"7"
"276925";"0140154078";"6"
"276925";"0140327592";"0"
"276925";"0140367616";"0"
"276925";"0141181222";"0"
"276925";"0151010633";"0"
"276925";"0192834312";"0"
"276925";"0194216748";"5"
"276925";"0240514866";"0"
"276925";"0316666343";"0"
"276925";"0345391810";"0"
"276925";"0375400699";"0"
"276925";"0385504209";"8"
"276925";"043527242X";"0"
"276925";"0439284031";"0"
"276925";"0439286182";"0"
"276925";"0439286239";"0"
"276925";"0449221148";"0"
"276925";"0451527747";"0"
"276925";"0486282112";"0"
"276925";"0486424499";"0"
"276925";"0553275283";"8"
"276925";"0582530431";"9"
"276925";"0590502123";"0"
"276925";"0595132189";"0"
"276925";"0613329740";"0"
"276925";"063403541X";"6"
"276925";"067172939X";"0"
"276925";"0671729438";"0"
"276925";"0671746502";"0"
"276925";"0679721851";"0"
"276925";"0679745580";"0"
"276925";"0691000980";"0"
"276925";"0747545111";"0"
"276925";"0749931434";"0"
"276925";"0754000117";"0"
"276925";"0804106304";"0"
"276925";"0812583566";"0"
"276925";"0843128240";"0"
"276925";"0879517344";"0"
"276925";"0971880107";"0"
"276925";"1400001625";"0"
"276925";"1400002672";"8"
"276925";"1853262404";"0"
"276925";"2061007074";"0"
"276925";"2266095536";"0"
"276925";"2290309494";"0"
"276925";"2742739351";"0"
"276925";"3522149904";"0"
"276925";"3775713328";"0"
"276925";"8401009421";"0"
"276925";"8401327199";"0"
"276925";"8401462231";"0"
"276925";"840149236X";"5"
"276925";"8408011200";"0"
"276925";"8420427462";"0"
"276925";"8420432113";"5"
"276925";"8420444367";"9"
"276925";"8420789895";"0"
"276925";"8422655500";"9"
"276925";"8422657104";"9"
"276925";"842265783X";"0"
"276925";"8422693445";"0"
"276925";"8423325105";"0"
"276925";"8423662152";"0"
"276925";"8423951537";"0"
"276925";"8423970647";"0"
"276925";"8423976645";"8"
"276925";"8426109799";"8"
"276925";"8427007450";"0"
"276925";"8429712372";"0"
"276925";"8429714936";"0"
"276925";"842975295";"0"
"276925";"8429753419";"0"
"276925";"8432227706";"0"
"276925";"8434830809";"0"
"276925";"8434840391";"0"
"276925";"8440627203";"0"
"276925";"8440696833";"0"
"276925";"8445071572";"0"
"276925";"8447306194";"0"
"276925";"8447312054";"0"
"276925";"8449416078";"0"
"276925";"8472453723";"0"
