"User-ID";"ISBN";"Book-Rating"
"276925";"8473068971";"0"
"276925";"8474104823";"4"
"276925";"8474263123";"0"
"276925";"8475071163";"0"
"276925";"8475961290";"0"
"276925";"8476722338";"0"
"276925";"8478809783";"0"
"276925";"8482180088";"0"
"276925";"8483221306";"0"
"276925";"8489163499";"0"
"276925";"8495501090";"0"
"276925";"8495501198";"0"
"276925";"8496077152";"0"
"276925";"8496077209";"0"
"276925";"8496246140";"0"
"276925";"8497931467";"0"
"276925";"950491036X";"10"
"276925";"9508521481";"0"
"276925";"9871138016";"0"
"276927";"0460010239";"0"
"276927";"0749336145";"10"
"276927";"1899344705";"5"
"276928";"0439135494";"0"
"276928";"059030271X";"5"
"276928";"0590453661";"0"
"276928";"0590470108";"7"
"276928";"0590483404";"0"
"276928";"0671021354";"10"
"276928";"0671026283";"10"
"276928";"0671027506";"10"
"276928";"0671727109";"0"
"276929";"0060964049";"0"
"276929";"0380807343";"0"
"276929";"0439064864";"0"
"276929";"2.02.032126.2";"0"
"276929";"2.264.03602.8";"0"
"276929";"2020058863";"0"
"276929";"2020062399";"0"
"276929";"2020101653";"10"
"276929";"202011528X";"5"
"276929";"20202006935";"8"
"276929";"20203119888";"8"
"276929";"2020386666";"0"
"276929";"2020564777";"6"
"276929";"2020591944";"0"
"276929";"2070365832";"0"
"276929";"2070378411";"0"
"276929";"2070386023";"5"
"276929";"2070394956";"5"
"276929";"2070404587";"10"
"276929";"2070404706";"8"
"276929";"2070404722";"0"
"276929";"2070406962";"0"
"276929";"2070408450";"0"
"276929";"2070425770";"0"
"276929";"2070725804";"0"
"276929";"2080680692";"0"
"276929";"2226070109";"0"
"276929";"2226126570";"0"
"276929";"2226135022";"0"
"276929";"2253030570";"8"
"276929";"2253049417";"0"
"276929";"2253050407";"0"
"276929";"2253055972";"0"
"276929";"225307659X";"0"
"276929";"2253171670";"8"
"276929";"2253172367";"8"
"276929";"2264010991";"5"
"276929";"2264013257";"0"
"276929";"2264018194";"3"
"276929";"2264024674";"5"
"276929";"226402593X";"3"
"276929";"2264027568";"5"
"276929";"2264029463";"0"
"276929";"226403114";"5"
"276929";"2264031158";"6"
"276929";"2264033282";"0"
"276929";"226403601X";"0"
"276929";"2264036036";"10"
"276929";"2266040820";"0"
"276929";"2266047280";"7"
"276929";"226604960";"8"
"276929";"22660861003";"6"
"276929";"2266096451";"0"
"276929";"2266102028";"0"
"276929";"2266102621";"10"
"276929";"2266104535";"2"
"276929";"2266105698";"8"
"276929";"2266121367";"0"
"276929";"2277302228";"0"
"276929";"2290303488";"0"
"276929";"2290308285";"0"
"276929";"2290312924";"0"
"276929";"2290315524";"0"
"276929";"2290321559";"0"
"276929";"2702424131";"8"
"276929";"2742724028";"5"
"276929";"2742724613";"6"
"276929";"2742729038";"0"
"276929";"2743602295";"5"
"276929";"2841469824";"0"
"276929";"2842611462";"3"
"276929";"2868696627";"0"
"276929";"2869304129";"7"
"276929";"2869304560";"5"
"276929";"2869304870";"0"
"276929";"2869305583";"6"
"276929";"2895400644";"0"
"276929";"2907572121";"0"
"276929";"290757213X";"0"
"276934";"1566190096";"10"
"276936";"0749317256";"0"
"276936";"3453150538";"0"
"276936";"3492224628";"0"
"276936";"3492224768";"6"
"276936";"3596122279";"5"
"276936";"3596147700";"3"
"276939";"0060011939";"0"
"276939";"0099283697";"0"
"276939";"0140187758";"0"
"276939";"0316154601";"0"
"276939";"059035342X";"0"
"276939";"0713628944";"6"
"276939";"0752844040";"0"
"276939";"0971880107";"0"
"276939";"1853260665";"7"
"276939";"2070414256";"7"
"276939";"2070419657";"7"
"276939";"2253063339";"9"
"276939";"2253137243";"9"
"276939";"2253144452";"9"
"276939";"2253152072";"9"
"276939";"2264027134";"0"
"276939";"226612269X";"9"
"276939";"2290318329";"0"
"276939";"2702400612";"7"
"276939";"2702401694";"9"
"276939";"2878580753";"10"
"276939";"8408040383";"0"
"276939";"8423310353";"8"
"276939";"844140321X";"0"
"276939";"8484601072";"0"
"276943";"0330373269";"0"
"276946";"8882461327";"0"
"276949";"349202436X";"8"
"276950";"8807813858";"0"
"276953";"0140182551";"8"
"276953";"0446310786";"10"
"276953";"0886776783";"7"
"276954";"0971880107";"0"
"276954";"3257008155";"0"
"276954";"329300301X";"0"
"276954";"3419528078";"8"
"276954";"3423118709";"10"
"276954";"3440054594";"0"
"276954";"3442723078";"0"
"276954";"3453034120";"10"
"276954";"3480204015";"0"
"276954";"3492238882";"0"
"276954";"3499121808";"0"
"276954";"3499153629";"0"
"276954";"3502513333";"0"
"276954";"3502517371";"0"
"276954";"3502551685";"0"
"276954";"3596119502";"0"
"276954";"3596221234";"0"
"276954";"3596850185";"0"
"276954";"3772402542";"0"
"276954";"3772420176";"7"
"276954";"3794170180";"0"
"276954";"3806852456";"8"
"276954";"3808572612";"0"
"276954";"3821812028";"0"
"276954";"3922708072";"0"
"276954";"7321578936";"0"
"276957";"0312966970";"6"
"276959";"680ISBN359623";"6"
"276963";"0340818182";"0"
"276964";"0061096261";"0"
"276964";"0312169817";"6"
"276964";"0312864590";"0"
"276964";"0345348664";"0"
"276964";"0345348672";"10"
"276964";"0345354621";"10"
"276964";"0345385764";"0"
"276964";"0345435036";"10"
"276964";"0385264356";"10"
"276964";"0425104273";"9"
"276964";"0425172546";"0"
"276964";"0440218667";"5"
"276964";"0440220602";"9"
"276964";"0446522856";"0"
"276964";"0451180054";"0"
"276964";"0451198514";"0"
"276964";"0515131520";"6"
"276964";"0517093715";"0"
"276964";"0553266306";"0"
"276964";"0684867621";"8"
"276964";"0765342987";"0"
"276964";"0812550153";"5"
"276964";"0812550307";"10"
"276964";"0843949163";"8"
"276964";"0886773741";"7"
"276964";"0886774802";"8"
"276964";"0886774829";"8"
"276964";"0886775426";"9"
"276964";"0886775957";"10"
"276964";"0886777178";"7"
"276964";"1572971835";"0"
"276965";"9722900684";"9"
"276975";"3499221489";"0"
"276981";"2422614189";"0"
"276984";"0345425596";"0"
"276984";"0590259970";"9"
"276984";"0590260251";"9"
"276984";"0590417827";"0"
"276984";"0590426702";"10"
"276984";"0590436422";"9"
"276984";"0590436449";"9"
"276984";"0590436457";"0"
"276984";"0590436465";"9"
"276984";"0590436481";"9"
"276984";"059043649X";"9"
"276984";"0590436503";"0"
"276984";"0590442589";"10"
"276984";"0590442988";"0"
"276984";"0590442996";"10"
"276984";"0590448234";"9"
"276984";"0590448595";"9"
"276984";"0590456458";"0"
"276984";"0590456504";"9"
"276984";"0590470485";"9"
"276984";"0590483056";"0"
"276986";"0060930187";"10"
"276986";"0375760911";"10"
"276986";"0689817851";"10"
"276986";"0874869870";"10"
"276988";"0061081450";"7"
"276988";"0061083259";"7"
"276988";"0061087017";"7"
"276988";"0061094404";"8"
"276988";"0312925689";"0"
"276988";"0440295653";"0"
"276988";"0671793489";"8"
"276988";"0684845768";"0"
"276988";"0701169176";"0"
"276989";"0312244266";"0"
"276990";"880701601X";"7"
"276990";"8817134899";"9"
"276992";"0099268345";"7"
"276994";"3100970616";"10"
"276994";"3257062354";"8"
"276994";"3257228317";"0"
"276994";"3423128879";"4"
"276994";"3423202327";"6"
"276994";"342677609X";"5"
"276994";"3442054753";"0"
"276994";"3442727073";"9"
"276994";"3453132041";"4"
"276994";"3478387507";"2"
"276994";"3492045170";"7"
"276994";"3492230814";"6"
"276994";"3499101505";"0"
"276994";"3545202461";"9"
"276994";"3548359698";"6"
"276994";"3550075359";"6"
"276994";"3596154766";"2"
"276994";"3596214629";"8"
"276997";"0671011367";"0"
"276998";"0618045996";"8"
"276998";"3822858617";"7"
"277002";"0864425589";"6"
"277007";"8817860751";"7"
"277009";"0452282101";"9"
"277010";"0671025368";"0"
"277010";"3257060580";"10"
"277012";"0553581112";"9"
"277012";"0805047379";"5"
"277012";"0892964456";"10"
"277018";"0373250223";"7"
"277018";"0451097009";"7"
"277018";"0451179994";"8"
"277019";"9681500830";"0"
"277022";"8432087653";"0"
"277023";"0553140779";"6"
"277028";"0425182150";"10"
"277031";"1883473004";"8"
"277032";"0061007129";"8"
"277035";"0061000027";"0"
"277036";"0812511816";"9"
"277036";"0833531654";"0"
"277036";"0880381736";"9"
"277036";"0880381744";"10"
"277040";"0722536283";"0"
"277042";"0060505885";"0"
"277042";"0061097101";"0"
"277042";"0299164942";"0"
"277042";"0312283709";"8"
"277042";"0312983271";"0"
"277042";"0380731851";"0"
"277042";"0446605484";"7"
"277042";"0446611212";"8"
"277042";"0451188454";"0"
"277042";"0451207955";"7"
"277042";"0609804138";"9"
"277042";"0671003755";"0"
"277042";"067104754X";"0"
"277042";"0743407067";"0"
"277042";"074343627X";"8"
"277042";"0786013230";"0"
"277042";"0812509560";"0"
"277042";"0971880107";"2"
"277048";"3426615355";"7"
"277048";"3442435838";"0"
"277048";"3442455707";"0"
"277051";"0075536498";"8"
"277051";"0099287692";"6"
"277051";"0099845008";"5"
"277051";"0330262130";"10"
"277051";"0385720920";"10"
"277051";"0393319296";"0"
"277051";"0553262505";"7"
"277051";"06514251";"0"
"277051";"0805062971";"0"
"277051";"3257228007";"0"
"277051";"3442430496";"9"
"277051";"3442446325";"8"
"277051";"3453171500";"7"
"277051";"3464371506";"3"
"277052";"9513098648";"8"
"277053";"0590108395";"6"
"277056";"3442451353";"7"
"277058";"8425330866";"5"
"277058";"8481301213";"6"
"277064";"0460905589";"0"
"277065";"0816704627";"4"
"277072";"1573229571";"9"
"277073";"0060595183";"0"
"277074";"9782922145441";"5"
"277075";"2830207904";"0"
"277079";"3499263998";"4"
"277085";"0434009407";"8"
"277085";"1841193887";"8"
"277087";"0375700668";"0"
"277087";"457871971";"8"
"277087";"840149768X";"10"
"277087";"8401499917";"5"
"277087";"8402007287";"0"
"277087";"8420600369";"7"
"277087";"8420603066";"9"
"277087";"8423918335";"6"
"277087";"8426105084";"9"
"277087";"8426429807";"10"
"277087";"843223138X";"8"
"277087";"8437608570";"6"
"277087";"8440630921";"9"
"277087";"8440630922";"9"
"277087";"8470394126";"5"
"277087";"8471662531";"7"
"277087";"8472230082";"5"
"277087";"8474541913";"8"
"277087";"8478091351";"10"
"277090";"3426193310";"5"
"277094";"0064404773";"10"
"277096";"0064407667";"7"
"277102";"0552545228";"0"
"277107";"006054094X";"8"
"277107";"0375706038";"10"
"277107";"081297106X";"10"
"277107";"0843951826";"5"
"277107";"1400032628";"8"
"277107";"1585861553";"4"
"277109";"0066210151";"0"
"277109";"0385334141";"5"
"277109";"0425191184";"5"
"277109";"0671027343";"0"
"277109";"0751503894";"5"
"277109";"3714500799";"0"
"277114";"0385503822";"0"
"277116";"3548208975";"8"
"277123";"0399138684";"0"
"277124";"0425189864";"9"
"277124";"0440236053";"9"
"277124";"0440241073";"9"
"277124";"0553586122";"5"
"277128";"0099935708";"6"
"277128";"0140118608";"8"
"277128";"0552998249";"0"
"277129";"3518408127";"7"
"277134";"1586609726";"6"
"277135";"0865472807";"8"
"277139";"0312960344";"8"
"277139";"055358068X";"0"
"277139";"0792270142";"0"
"277142";"0688174590";"0"
"277143";"0061097101";"0"
"277143";"031286504X";"10"
"277143";"0345342968";"9"
"277143";"0345446860";"0"
"277143";"0375756981";"0"
"277143";"0553382411";"0"
"277143";"0671027662";"0"
"277143";"0767903382";"8"
"277149";"3785527195";"0"
"277155";"1558744592";"0"
"277157";"0060002484";"0"
"277157";"0060094117";"0"
"277157";"0312253397";"0"
"277157";"0312331754";"7"
"277157";"0312874243";"0"
"277157";"0312979517";"5"
"277157";"0316152196";"0"
"277157";"0316154059";"5"
"277157";"0316287555";"0"
"277157";"034541389X";"0"
"277157";"0345450175";"6"
"277157";"0345452550";"7"
"277157";"0375727981";"5"
"277157";"0380731851";"0"
"277157";"0380975017";"0"
"277157";"0385305389";"4"
"277157";"0393045390";"0"
"277157";"0394543289";"5"
"277157";"0399135804";"7"
"277157";"0399138188";"0"
"277157";"0399141340";"8"
"277157";"0399146466";"6"
"277157";"0399146504";"7"
"277157";"0399146687";"7"
"277157";"0399147101";"7"
"277157";"0399147144";"0"
"277157";"0399147322";"0"
"277157";"0399147624";"5"
"277157";"0399148337";"6"
"277157";"0399148450";"0"
"277157";"0399148639";"6"
"277157";"0399148728";"8"
"277157";"0399149783";"0"
"277157";"0399150811";"5"
"277157";"0399150870";"0"
"277157";"0399151451";"7"
"277157";"0399151478";"0"
"277157";"039915177X";"7"
"277157";"0399151885";"0"
"277157";"0425183181";"5"
"277157";"0440111323";"0"
"277157";"0440122147";"0"
"277157";"0440221463";"0"
"277157";"0441005470";"0"
"277157";"0446519480";"0"
"277157";"0449221512";"0"
"277157";"055358295X";"0"
"277157";"0670894184";"0"
"277157";"0671024094";"7"
"277157";"0679450408";"6"
"277157";"0684801663";"6"
"277157";"0684846608";"5"
"277157";"0684871726";"0"
"277157";"0743201604";"0"
"277157";"074320607X";"7"
"277157";"0743407377";"6"
"277157";"0743486226";"7"
"277157";"0804109990";"6"
"277157";"0812571118";"5"
"277157";"0971880107";"0"
"277159";"0969691319";"10"
"277165";"8475251471";"7"
"277168";"0380724987";"0"
"277168";"0380726246";"0"
"277168";"0380816059";"0"
"277168";"0399139419";"0"
"277168";"0425175405";"0"
"277168";"0425182932";"0"
"277168";"0440225701";"0"
"277168";"0446602485";"0"
"277168";"0446603406";"0"
"277168";"0451091949";"0"
"277168";"0553095439";"0"
"277168";"0553227041";"0"
"277168";"0553263226";"0"
"277168";"0553295098";"0"
"277168";"0553564994";"0"
"277168";"067102423X";"0"
"277168";"0345342968";"4"
"277168";"0671653849";"0"
"277168";"0722509049";"0"
"277168";"0812500067";"0"
"277168";"0812516001";"0"
"277168";"0684846608";"5"
"277168";"0843921609";"6"
"277168";"0890875588";"0"
"277168";"1557730091";"0"
"277168";"1558172882";"0"
"277157";"0743486226";"7"
"277157";"0804109990";"6"
"277157";"0812571118";"5"
"277170";"0425178102";"0"
"277170";"0446609404";"0"
"277170";"0446610038";"0"
"277170";"0451178017";"0"
"277170";"0553211056";"9"
"277170";"0553285920";"9"
"277170";"0871312549";"0"
